CityCode,CityName
,縣市
C,基隆市
A,臺北市
F,新北市
H,桃園市
O,新竹市
J,新竹縣
K,苗栗縣
B,臺中市
M,南投縣
N,彰化縣
P,雲林縣
I,嘉義市
Q,嘉義縣
D,臺南市
E,高雄市
T,屏東縣
G,宜蘭縣
U,花蓮縣
V,臺東縣
X,澎湖縣
W,金門縣
Z,連江縣
CityCode,CityName
,縣市
C,基隆市
A,臺北市
F,新北市
H,桃園市
O,新竹市
J,新竹縣
K,苗栗縣
B,臺中市
M,南投縣
N,彰化縣
P,雲林縣
I,嘉義市
Q,嘉義縣
D,臺南市
E,高雄市
T,屏東縣
G,宜蘭縣
U,花蓮縣
V,臺東縣
X,澎湖縣
W,金門縣
Z,連江縣
